grid_id,ymd,weekday,month,day,hour,holiday,holiday_counter,holiday_days,holiday_bf_af,school_holiday,school_holiday_counter,school_holiday_days,school_holiday_bf_af,temperature,dew_point,humidity,pressure,wind_speed,weather,y
1,2017-01-07,5,1,7,15,1,1,2,0,1,1,2,0,14,13,94,1012,3.6,Light rain,17.0
1,2017-01-07,5,1,7,16,1,1,2,0,1,1,2,0,14,13,94,1013,14.4,Moderate rain,12.0
1,2017-01-07,5,1,7,17,1,1,2,0,1,1,2,0,12,11,94,1013,18.0,Light rain,3.0
1,2017-01-07,5,1,7,18,1,1,2,0,1,1,2,0,11,11,100,1014,21.6,Light rain,8.0
1,2017-01-07,5,1,7,19,1,1,2,0,1,1,2,0,11,10,94,1015,21.6,Light rain,4.0
1,2017-01-07,5,1,7,20,1,1,2,0,1,1,2,0,10,9,94,1015,21.6,Light rain,6.0
1,2017-01-07,5,1,7,21,1,1,2,0,1,1,2,0,10,9,94,1016,21.6,Overcast,1.0
1,2017-01-07,5,1,7,22,1,1,2,0,1,1,2,0,9,8,93,1016,21.6,Overcast,0.0
1,2017-01-08,6,1,8,9,1,2,2,0,1,2,2,0,8,6,87,1019,18.0,Overcast,21.0
1,2017-01-08,6,1,8,10,1,2,2,0,1,2,2,0,8,6,87,1019,25.2,Overcast,18.0
1,2017-01-08,6,1,8,11,1,2,2,0,1,2,2,0,8,6,87,1019,18.0,Overcast,20.0
1,2017-01-08,6,1,8,12,1,2,2,0,1,2,2,0,8,6,87,1018,21.6,Overcast,21.0
1,2017-01-08,6,1,8,13,1,2,2,0,1,2,2,0,8,6,87,1017,21.6,Overcast,11.0
1,2017-01-08,6,1,8,14,1,2,2,0,1,2,2,0,8,6,87,1017,25.2,Overcast,15.0
1,2017-01-08,6,1,8,15,1,2,2,0,1,2,2,0,8,6,87,1017,21.6,Overcast,14.0
1,2017-01-08,6,1,8,16,1,2,2,0,1,2,2,0,8,6,87,1018,25.2,Overcast,8.0
1,2017-01-08,6,1,8,17,1,2,2,0,1,2,2,0,8,6,87,1018,21.6,Overcast,7.0
1,2017-01-08,6,1,8,18,1,2,2,0,1,2,2,0,8,6,87,1019,25.2,Overcast,18.0
1,2017-01-08,6,1,8,19,1,2,2,0,1,2,2,0,8,5,81,1020,25.2,Light rain,9.0
1,2017-01-08,6,1,8,20,1,2,2,0,1,2,2,0,7,5,87,1020,25.2,Light rain,6.0
1,2017-01-08,6,1,8,21,1,2,2,0,1,2,2,0,7,6,93,1021,21.6,Light rain,1.0
1,2017-01-08,6,1,8,22,1,2,2,0,1,2,2,0,7,6,93,1021,21.6,Light rain,1.0
1,2017-01-09,0,1,9,9,0,0,0,2,0,0,0,2,6,0,66,1025,14.4,Cloudy,23.0
1,2017-01-09,0,1,9,10,0,0,0,2,0,0,0,2,7,0,61,1026,14.4,Cloudy,16.0
1,2017-01-09,0,1,9,11,0,0,0,2,0,0,0,2,7,0,61,1025,14.4,Cloudy,15.0
1,2017-01-09,0,1,9,12,0,0,0,2,0,0,0,2,8,0,57,1024,18.0,Cloudy,17.0
1,2017-01-09,0,1,9,13,0,0,0,2,0,0,0,2,9,0,54,1023,18.0,Cloudy,23.0
1,2017-01-09,0,1,9,14,0,0,0,2,0,0,0,2,8,0,57,1023,18.0,Cloudy,13.0
1,2017-01-09,0,1,9,15,0,0,0,2,0,0,0,2,7,0,61,1023,18.0,Cloudy,18.0
1,2017-01-09,0,1,9,16,0,0,0,2,0,0,0,2,7,0,61,1023,18.0,Overcast,14.0
1,2017-01-09,0,1,9,17,0,0,0,2,0,0,0,2,7,-1,57,1024,18.0,Overcast,12.0
1,2017-01-09,0,1,9,18,0,0,0,2,0,0,0,2,7,0,61,1024,14.4,Overcast,10.0
1,2017-01-09,0,1,9,19,0,0,0,2,0,0,0,2,6,0,66,1024,14.4,Overcast,5.0
1,2017-01-09,0,1,9,20,0,0,0,2,0,0,0,2,6,-1,61,1025,10.8,Overcast,11.0
1,2017-01-09,0,1,9,21,0,0,0,2,0,0,0,2,6,-1,61,1025,3.6,Overcast,6.0
1,2017-01-09,0,1,9,22,0,0,0,2,0,0,0,2,6,-2,57,1024,3.6,Overcast,0.0
1,2017-01-10,1,1,10,9,0,0,0,0,0,0,0,0,7,1,66,1027,10.8,Clear,22.0
1,2017-01-10,1,1,10,10,0,0,0,0,0,0,0,0,8,1,62,1027,18.0,Clear,21.0
1,2017-01-10,1,1,10,11,0,0,0,0,0,0,0,0,8,2,66,1026,14.4,Clear,12.0
1,2017-01-10,1,1,10,12,0,0,0,0,0,0,0,0,9,2,62,1026,14.4,Clear,11.0
1,2017-01-10,1,1,10,13,0,0,0,0,0,0,0,0,8,2,66,1025,18.0,Cloudy,16.0
1,2017-01-10,1,1,10,14,0,0,0,0,0,0,0,0,8,2,66,1025,14.4,Cloudy,13.0
1,2017-01-10,1,1,10,15,0,0,0,0,0,0,0,0,8,2,66,1025,14.4,Cloudy,26.0
1,2017-01-10,1,1,10,16,0,0,0,0,0,0,0,0,8,2,66,1026,18.0,Cloudy,12.0
1,2017-01-10,1,1,10,17,0,0,0,0,0,0,0,0,7,1,66,1027,18.0,Cloudy,10.0
1,2017-01-10,1,1,10,18,0,0,0,0,0,0,0,0,7,0,61,1027,18.0,Cloudy,7.0
1,2017-01-10,1,1,10,19,0,0,0,0,0,0,0,0,7,1,66,1027,18.0,Clear,12.0
1,2017-01-10,1,1,10,20,0,0,0,0,0,0,0,0,7,1,66,1027,18.0,Clear,6.0
1,2017-01-10,1,1,10,21,0,0,0,0,0,0,0,0,7,2,71,1028,10.8,Clear,3.0
1,2017-01-10,1,1,10,22,0,0,0,0,0,0,0,0,7,2,71,1029,14.4,Clear,1.0
1,2017-01-11,2,1,11,9,0,0,0,0,0,0,0,0,7,1,66,1029,10.8,Clear,21.0
1,2017-01-11,2,1,11,10,0,0,0,0,0,0,0,0,8,1,62,1029,18.0,Cloudy,17.0
1,2017-01-11,2,1,11,11,0,0,0,0,0,0,0,0,8,1,62,1028,14.4,Cloudy,15.0
1,2017-01-11,2,1,11,12,0,0,0,0,0,0,0,0,8,1,62,1027,14.4,Cloudy,18.0
1,2017-01-11,2,1,11,13,0,0,0,0,0,0,0,0,8,2,66,1027,10.8,Cloudy,14.0
1,2017-01-11,2,1,11,14,0,0,0,0,0,0,0,0,8,1,62,1025,14.4,Cloudy,15.0
1,2017-01-11,2,1,11,15,0,0,0,0,0,0,0,0,8,0,57,1025,10.8,Cloudy,10.0
1,2017-01-11,2,1,11,16,0,0,0,0,0,0,0,0,8,0,57,1025,14.4,Overcast,13.0
1,2017-01-11,2,1,11,17,0,0,0,0,0,0,0,0,8,0,57,1025,10.8,Overcast,7.0
1,2017-01-11,2,1,11,18,0,0,0,0,0,0,0,0,8,0,57,1026,10.8,Overcast,15.0
1,2017-01-11,2,1,11,19,0,0,0,0,0,0,0,0,7,0,61,1027,7.2,Cloudy,7.0
1,2017-01-11,2,1,11,20,0,0,0,0,0,0,0,0,7,0,61,1027,7.2,Clear,5.0
1,2017-01-11,2,1,11,21,0,0,0,0,0,0,0,0,7,0,61,1027,10.8,Clear,4.0
1,2017-01-11,2,1,11,22,0,0,0,0,0,0,0,0,7,0,61,1026,7.2,Clear,1.0
1,2017-01-12,3,1,12,9,0,0,0,0,0,0,0,0,5,3,87,1025,10.8,Light rain,19.0
1,2017-01-12,3,1,12,10,0,0,0,0,0,0,0,0,5,3,87,1025,10.8,Cloudy,16.0
1,2017-01-12,3,1,12,11,0,0,0,0,0,0,0,0,6,4,87,1024,10.8,Overcast,16.0
1,2017-01-12,3,1,12,12,0,0,0,0,0,0,0,0,6,4,87,1023,10.8,Overcast,15.0
1,2017-01-12,3,1,12,13,0,0,0,0,0,0,0,0,7,4,81,1022,14.4,Overcast,14.0
1,2017-01-12,3,1,12,14,0,0,0,0,0,0,0,0,7,3,76,1021,14.4,Overcast,11.0
1,2017-01-12,3,1,12,15,0,0,0,0,0,0,0,0,7,4,81,1021,14.4,Cloudy,16.0
1,2017-01-12,3,1,12,16,0,0,0,0,0,0,0,0,7,4,81,1021,14.4,Cloudy,11.0
1,2017-01-12,3,1,12,17,0,0,0,0,0,0,0,0,7,4,81,1021,14.4,Cloudy,12.0
1,2017-01-12,3,1,12,18,0,0,0,0,0,0,0,0,6,4,87,1021,14.4,Cloudy,6.0
1,2017-01-12,3,1,12,19,0,0,0,0,0,0,0,0,6,4,87,1021,14.4,Cloudy,12.0
1,2017-01-12,3,1,12,20,0,0,0,0,0,0,0,0,6,4,87,1021,14.4,Clear,5.0
1,2017-01-12,3,1,12,21,0,0,0,0,0,0,0,0,6,4,87,1021,10.8,Clear,1.0
1,2017-01-12,3,1,12,22,0,0,0,0,0,0,0,0,6,4,87,1021,7.2,Clear,1.0
1,2017-01-13,4,1,13,9,0,0,0,1,0,0,0,1,6,4,87,1022,14.4,Fog,20.0
1,2017-01-13,4,1,13,10,0,0,0,1,0,0,0,1,7,3,76,1022,18.0,Fog,23.0
1,2017-01-13,4,1,13,11,0,0,0,1,0,0,0,1,9,2,62,1022,21.6,Fog,14.0
1,2017-01-13,4,1,13,12,0,0,0,1,0,0,0,1,10,1,54,1021,18.0,Fog,11.0
1,2017-01-13,4,1,13,13,0,0,0,1,0,0,0,1,11,-2,41,1020,18.0,Fog,17.0
1,2017-01-13,4,1,13,14,0,0,0,1,0,0,0,1,11,-2,41,1020,21.6,Clear,14.0
1,2017-01-13,4,1,13,15,0,0,0,1,0,0,0,1,10,-2,43,1020,18.0,Clear,13.0
1,2017-01-13,4,1,13,16,0,0,0,1,0,0,0,1,10,-4,37,1021,18.0,Clear,12.0
1,2017-01-13,4,1,13,17,0,0,0,1,0,0,0,1,9,-4,40,1021,14.4,Clear,14.0
1,2017-01-13,4,1,13,18,0,0,0,1,0,0,0,1,8,-4,43,1022,14.4,Clear,9.0
1,2017-01-13,4,1,13,19,0,0,0,1,0,0,0,1,6,-3,53,1022,10.8,Clear,5.0
1,2017-01-13,4,1,13,20,0,0,0,1,0,0,0,1,7,-3,49,1023,18.0,Clear,5.0
1,2017-01-13,4,1,13,21,0,0,0,1,0,0,0,1,7,0,61,1024,14.4,Clear,3.0
1,2017-01-13,4,1,13,22,0,0,0,1,0,0,0,1,6,0,66,1024,14.4,Clear,2.0
1,2017-01-14,5,1,14,9,1,1,2,0,1,1,2,0,6,-1,61,1028,18.0,Clear,26.0
1,2017-01-14,5,1,14,10,1,1,2,0,1,1,2,0,6,-2,57,1029,25.2,Clear,20.0
1,2017-01-14,5,1,14,11,1,1,2,0,1,1,2,0,7,-3,49,1028,21.6,Cloudy,22.0
1,2017-01-14,5,1,14,12,1,1,2,0,1,1,2,0,8,-2,50,1028,18.0,Clear,18.0
1,2017-01-14,5,1,14,13,1,1,2,0,1,1,2,0,8,-3,46,1027,18.0,Cloudy,17.0
1,2017-01-14,5,1,14,14,1,1,2,0,1,1,2,0,8,-4,43,1027,21.6,Clear,24.0
1,2017-01-14,5,1,14,15,1,1,2,0,1,1,2,0,7,-5,43,1027,21.6,Clear,13.0
1,2017-01-14,5,1,14,16,1,1,2,0,1,1,2,0,7,-4,46,1027,21.6,Clear,9.0
1,2017-01-14,5,1,14,17,1,1,2,0,1,1,2,0,5,-4,53,1028,18.0,Cloudy,9.0
1,2017-01-14,5,1,14,18,1,1,2,0,1,1,2,0,5,-4,53,1028,18.0,Cloudy,6.0
1,2017-01-14,5,1,14,19,1,1,2,0,1,1,2,0,5,-4,53,1029,18.0,Cloudy,7.0
1,2017-01-14,5,1,14,20,1,1,2,0,1,1,2,0,5,-4,53,1029,14.4,Cloudy,5.0
1,2017-01-14,5,1,14,21,1,1,2,0,1,1,2,0,4,-4,56,1030,10.8,Cloudy,2.0
1,2017-01-14,5,1,14,22,1,1,2,0,1,1,2,0,4,-2,65,1030,10.8,Cloudy,0.0
1,2017-01-15,6,1,15,9,1,2,2,0,1,2,2,0,6,-3,53,1031,25.2,Clear,29.0
1,2017-01-15,6,1,15,10,1,2,2,0,1,2,2,0,7,-3,49,1031,21.6,Clear,18.0
1,2017-01-15,6,1,15,11,1,2,2,0,1,2,2,0,8,-3,46,1031,18.0,Cloudy,9.0
1,2017-01-15,6,1,15,12,1,2,2,0,1,2,2,0,7,-2,53,1030,18.0,Cloudy,24.0
1,2017-01-15,6,1,15,13,1,2,2,0,1,2,2,0,7,-3,49,1029,18.0,Cloudy,14.0
1,2017-01-15,6,1,15,14,1,2,2,0,1,2,2,0,7,-4,46,1028,14.4,Cloudy,8.0
1,2017-01-15,6,1,15,15,1,2,2,0,1,2,2,0,6,-3,53,1029,18.0,Cloudy,9.0
1,2017-01-15,6,1,15,16,1,2,2,0,1,2,2,0,6,-3,53,1029,18.0,Cloudy,10.0
1,2017-01-15,6,1,15,17,1,2,2,0,1,2,2,0,5,-2,61,1029,14.4,Clear,8.0
1,2017-01-15,6,1,15,18,1,2,2,0,1,2,2,0,5,-3,57,1029,14.4,Cloudy,9.0
1,2017-01-15,6,1,15,19,1,2,2,0,1,2,2,0,5,-2,61,1029,14.4,Cloudy,17.0
1,2017-01-15,6,1,15,20,1,2,2,0,1,2,2,0,5,-2,61,1029,14.4,Cloudy,5.0
1,2017-01-15,6,1,15,21,1,2,2,0,1,2,2,0,5,-3,57,1029,14.4,Cloudy,3.0
1,2017-01-15,6,1,15,22,1,2,2,0,1,2,2,0,4,-2,65,1029,14.4,Cloudy,0.0
1,2017-01-16,0,1,16,9,0,0,0,2,0,0,0,2,6,-1,61,1030,14.4,Clear,29.0
1,2017-01-16,0,1,16,10,0,0,0,2,0,0,0,2,7,-1,57,1030,10.8,Clear,18.0
1,2017-01-16,0,1,16,11,0,0,0,2,0,0,0,2,7,-3,49,1030,10.8,Cloudy,22.0
1,2017-01-16,0,1,16,12,0,0,0,2,0,0,0,2,8,-1,53,1029,14.4,Cloudy,16.0
1,2017-01-16,0,1,16,13,0,0,0,2,0,0,0,2,8,-2,50,1028,10.8,Cloudy,17.0
1,2017-01-16,0,1,16,14,0,0,0,2,0,0,0,2,8,-2,50,1028,14.4,Cloudy,12.0
1,2017-01-16,0,1,16,15,0,0,0,2,0,0,0,2,9,-3,43,1028,10.8,Cloudy,17.0
1,2017-01-16,0,1,16,16,0,0,0,2,0,0,0,2,8,-3,46,1028,14.4,Cloudy,10.0
1,2017-01-16,0,1,16,17,0,0,0,2,0,0,0,2,7,-2,53,1028,18.0,Cloudy,6.0
1,2017-01-16,0,1,16,18,0,0,0,2,0,0,0,2,6,-2,57,1029,21.6,Clear,11.0
1,2017-01-16,0,1,16,19,0,0,0,2,0,0,0,2,6,-3,53,1029,14.4,Clear,9.0
1,2017-01-16,0,1,16,20,0,0,0,2,0,0,0,2,6,-2,57,1029,10.8,Clear,8.0
1,2017-01-16,0,1,16,21,0,0,0,2,0,0,0,2,5,-1,65,1030,10.8,Clear,3.0
1,2017-01-16,0,1,16,22,0,0,0,2,0,0,0,2,5,-1,65,1030,10.8,Clear,0.0
1,2017-01-17,1,1,17,9,0,0,0,0,0,0,0,0,8,2,66,1029,10.8,Clear,12.0
1,2017-01-17,1,1,17,10,0,0,0,0,0,0,0,0,9,2,62,1029,14.4,Clear,13.0
1,2017-01-17,1,1,17,11,0,0,0,0,0,0,0,0,10,2,58,1029,10.8,Clear,18.0
1,2017-01-17,1,1,17,12,0,0,0,0,0,0,0,0,10,2,58,1028,14.4,Clear,23.0
1,2017-01-17,1,1,17,13,0,0,0,0,0,0,0,0,9,3,66,1027,10.8,Overcast,18.0
1,2017-01-17,1,1,17,14,0,0,0,0,0,0,0,0,9,3,66,1027,10.8,Overcast,19.0
1,2017-01-17,1,1,17,15,0,0,0,0,0,0,0,0,10,3,62,1027,10.8,Overcast,17.0
1,2017-01-17,1,1,17,16,0,0,0,0,0,0,0,0,9,3,66,1027,7.2,Light rain,22.0
1,2017-01-17,1,1,17,17,0,0,0,0,0,0,0,0,9,4,71,1028,10.8,Overcast,7.0
1,2017-01-17,1,1,17,18,0,0,0,0,0,0,0,0,9,4,71,1028,10.8,Overcast,6.0
1,2017-01-17,1,1,17,19,0,0,0,0,0,0,0,0,9,4,71,1028,7.2,Overcast,10.0
1,2017-01-17,1,1,17,20,0,0,0,0,0,0,0,0,9,5,76,1029,7.2,Light rain,3.0
1,2017-01-17,1,1,17,21,0,0,0,0,0,0,0,0,9,5,76,1029,10.8,Overcast,2.0
1,2017-01-17,1,1,17,22,0,0,0,0,0,0,0,0,9,5,76,1029,14.4,Clear,0.0
1,2017-01-18,2,1,18,9,0,0,0,0,0,0,0,1,9,6,82,1029,18.0,Light rain,14.0
1,2017-01-18,2,1,18,10,0,0,0,0,0,0,0,1,8,7,93,1029,14.4,Light rain,20.0
1,2017-01-18,2,1,18,11,0,0,0,0,0,0,0,1,8,6,87,1029,14.4,Light rain,22.0
1,2017-01-18,2,1,18,12,0,0,0,0,0,0,0,1,8,7,93,1028,10.8,Light rain,19.0
1,2017-01-18,2,1,18,13,0,0,0,0,0,0,0,1,8,6,87,1027,14.4,Light rain,23.0
1,2017-01-18,2,1,18,14,0,0,0,0,0,0,0,1,8,6,87,1027,18.0,Overcast,24.0
1,2017-01-18,2,1,18,15,0,0,0,0,0,0,0,1,8,6,87,1026,18.0,Overcast,22.0
1,2017-01-18,2,1,18,16,0,0,0,0,0,0,0,1,8,5,81,1027,21.6,Light rain,16.0
1,2017-01-18,2,1,18,17,0,0,0,0,0,0,0,1,8,5,81,1027,18.0,Light rain,11.0
1,2017-01-18,2,1,18,18,0,0,0,0,0,0,0,1,8,4,76,1027,18.0,Light rain,12.0
1,2017-01-18,2,1,18,19,0,0,0,0,0,0,0,1,8,3,71,1027,14.4,Light rain,8.0
1,2017-01-18,2,1,18,20,0,0,0,0,0,0,0,1,8,4,76,1027,14.4,Light rain,8.0
1,2017-01-18,2,1,18,21,0,0,0,0,0,0,0,1,8,5,81,1027,14.4,Light rain,2.0
1,2017-01-18,2,1,18,22,0,0,0,0,0,0,0,1,8,4,76,1028,7.2,Light rain,1.0
1,2017-01-19,3,1,19,9,0,0,0,0,1,1,28,0,8,5,81,1027,7.2,Cloudy,19.0
1,2017-01-19,3,1,19,10,0,0,0,0,1,1,28,0,8,4,76,1027,14.4,Cloudy,17.0
1,2017-01-19,3,1,19,11,0,0,0,0,1,1,28,0,8,4,76,1027,10.8,Cloudy,14.0
1,2017-01-19,3,1,19,12,0,0,0,0,1,1,28,0,8,4,76,1026,7.2,Overcast,18.0
1,2017-01-19,3,1,19,13,0,0,0,0,1,1,28,0,8,4,76,1025,10.8,Overcast,22.0
1,2017-01-19,3,1,19,14,0,0,0,0,1,1,28,0,8,4,76,1024,10.8,Overcast,20.0
1,2017-01-19,3,1,19,15,0,0,0,0,1,1,28,0,8,4,76,1024,7.2,Overcast,21.0
1,2017-01-19,3,1,19,16,0,0,0,0,1,1,28,0,8,4,76,1025,10.8,Overcast,15.0
1,2017-01-19,3,1,19,17,0,0,0,0,1,1,28,0,8,4,76,1025,10.8,Overcast,14.0
1,2017-01-19,3,1,19,18,0,0,0,0,1,1,28,0,8,4,76,1025,14.4,Overcast,12.0
1,2017-01-19,3,1,19,19,0,0,0,0,1,1,28,0,8,4,76,1026,18.0,Overcast,8.0
