grid_id,date,hour,car_number,temp,humidity,wind_speed,weather,dayofweek
1,20170115,14,4.0,7,46,14.4,1,7
1,20170115,15,5.0,6,53,18.0,1,7
1,20170115,16,5.0,6,53,18.0,1,7
1,20170115,17,6.0,5,61,14.4,1,7
1,20170115,18,6.0,5,57,14.4,1,7
1,20170115,19,9.0,5,61,14.4,1,7
1,20170115,20,3.0,5,61,14.4,1,7
1,20170115,21,1.0,5,57,14.4,1,7
1,20170116,8,9.0,3,81,7.2,1,1
1,20170116,9,16.0,6,61,14.4,1,1
1,20170116,10,5.0,7,57,10.8,1,1
1,20170116,11,13.0,7,49,10.8,1,1
1,20170116,12,8.0,8,53,14.4,1,1
1,20170116,13,10.0,8,50,10.8,1,1
1,20170116,14,6.0,8,50,14.4,1,1
1,20170116,15,8.0,9,43,10.8,1,1
1,20170116,16,4.0,8,46,14.4,1,1
1,20170116,17,5.0,7,53,18.0,1,1
1,20170116,18,8.0,6,57,21.6,1,1
1,20170116,19,3.0,6,53,14.4,1,1
1,20170116,20,4.0,6,57,10.8,1,1
1,20170116,21,1.0,5,65,10.8,1,1
1,20170117,8,9.0,6,81,7.2,1,2
1,20170117,9,6.0,8,66,10.8,1,2
1,20170117,10,9.0,9,62,14.4,1,2
1,20170117,11,11.0,10,58,10.8,1,2
1,20170117,12,12.0,10,58,14.4,1,2
1,20170117,13,8.0,9,66,10.8,1,2
1,20170117,14,11.0,9,66,10.8,1,2
1,20170117,15,8.0,10,62,10.8,1,2
1,20170117,16,12.0,9,66,7.2,2,2
1,20170117,17,3.0,9,71,10.8,1,2
1,20170117,18,2.0,9,71,10.8,1,2
1,20170117,19,7.0,9,71,7.2,1,2
1,20170117,20,1.0,9,76,7.2,2,2
1,20170117,21,1.0,9,76,10.8,1,2
1,20170118,8,8.0,9,82,14.4,1,3
1,20170118,9,10.0,9,82,18.0,2,3
1,20170118,10,9.0,8,93,14.4,2,3
1,20170118,11,11.0,8,87,14.4,2,3
1,20170118,12,9.0,8,93,10.8,2,3
1,20170118,13,13.0,8,87,14.4,2,3
1,20170118,14,14.0,8,87,18.0,1,3
1,20170118,15,11.0,8,87,18.0,1,3
1,20170118,16,6.0,8,81,21.6,2,3
1,20170118,17,7.0,8,81,18.0,2,3
1,20170118,18,8.0,8,76,18.0,2,3
1,20170118,19,4.0,8,71,14.4,2,3
1,20170118,20,4.0,8,76,14.4,2,3
1,20170118,21,1.0,8,81,14.4,2,3
1,20170119,8,16.0,7,87,7.2,1,4
1,20170119,9,10.0,8,81,7.2,1,4
1,20170119,10,7.0,8,76,14.4,1,4
1,20170119,11,7.0,8,76,10.8,1,4
1,20170119,12,10.0,8,76,7.2,1,4
1,20170119,13,10.0,8,76,10.8,1,4
1,20170119,14,9.0,8,76,10.8,1,4
1,20170119,15,8.0,8,76,7.2,1,4
1,20170119,16,7.0,8,76,10.8,1,4
1,20170119,17,6.0,8,76,10.8,1,4
1,20170119,18,4.0,8,76,14.4,1,4
1,20170119,19,4.0,8,76,18.0,1,4
1,20170119,20,5.0,8,76,18.0,1,4
1,20170119,21,2.0,7,87,14.4,1,4
1,20170119,22,4.0,8,76,18.0,1,4
1,20170119,23,1.0,7,76,21.6,1,4
1,20170120,8,12.0,2,52,32.4,1,5
1,20170120,9,16.0,2,44,36.0,1,5
1,20170120,10,9.0,3,41,36.0,1,5
1,20170120,11,12.0,4,33,32.4,1,5
1,20170120,12,5.0,4,36,28.8,1,5
1,20170120,13,12.0,4,31,32.4,1,5
1,20170120,14,8.0,4,33,28.8,1,5
1,20170120,15,11.0,4,31,28.8,1,5
1,20170120,16,9.0,3,36,21.6,1,5
1,20170120,17,7.0,2,38,21.6,1,5
1,20170120,18,5.0,1,41,18.0,1,5
1,20170120,19,2.0,1,48,14.4,1,5
1,20170120,20,2.0,0,60,14.4,1,5
1,20170120,21,1.0,0,64,14.4,1,5
1,20170120,22,1.0,-2,74,10.8,1,5
1,20170120,23,2.0,-2,74,7.2,1,5
1,20170121,8,26.0,0,75,10.8,1,6
1,20170121,9,13.0,1,60,10.8,1,6
1,20170121,10,10.0,4,33,10.8,1,6
1,20170121,11,15.0,5,31,10.8,1,6
1,20170121,12,8.0,6,31,10.8,1,6
1,20170121,13,13.0,6,34,10.8,1,6
1,20170121,14,10.0,8,32,10.8,1,6
1,20170121,15,9.0,7,34,18.0,1,6
1,20170121,16,9.0,7,37,14.4,1,6
1,20170121,17,4.0,6,39,14.4,1,6
1,20170121,18,4.0,5,45,7.2,1,6
1,20170121,19,3.0,4,45,10.8,1,6
1,20170121,20,3.0,3,48,14.4,1,6
1,20170121,21,3.0,3,48,10.8,1,6
1,20170121,22,1.0,3,48,7.2,1,6
1,20170121,23,1.0,3,48,10.8,1,6
1,20170122,8,12.0,2,65,14.4,1,7
1,20170122,9,9.0,3,65,18.0,1,7
1,20170122,10,11.0,5,53,18.0,1,7
1,20170122,11,15.0,6,46,18.0,1,7
1,20170122,12,7.0,7,34,21.6,1,7
1,20170122,13,17.0,7,31,18.0,1,7
1,20170122,14,15.0,7,34,18.0,1,7
1,20170122,15,7.0,7,31,14.4,1,7
1,20170122,16,12.0,6,27,21.6,1,7
1,20170122,17,9.0,5,33,14.4,1,7
1,20170122,18,6.0,4,36,14.4,1,7
1,20170122,19,4.0,2,44,14.4,1,7
1,20170122,22,1.0,2,48,7.2,1,7
1,20170123,8,18.0,1,75,7.2,1,1
1,20170123,9,5.0,4,52,14.4,1,1
1,20170123,10,16.0,5,42,14.4,1,1
1,20170123,11,12.0,6,39,14.4,1,1
1,20170123,12,12.0,7,37,10.8,1,1
1,20170123,13,16.0,7,37,14.4,1,1
1,20170123,14,11.0,7,37,18.0,1,1
1,20170123,15,18.0,7,37,14.4,1,1
1,20170123,16,3.0,6,36,10.8,1,1
1,20170123,17,6.0,5,36,14.4,1,1
1,20170123,18,8.0,5,39,14.4,1,1
1,20170123,20,2.0,3,56,14.4,1,1
1,20170123,21,2.0,3,56,10.8,1,1
1,20170123,22,1.0,2,60,10.8,1,1
1,20170124,8,7.0,3,70,7.2,1,2
1,20170124,9,10.0,5,61,14.4,1,2
1,20170124,10,22.0,6,57,18.0,1,2
1,20170124,11,11.0,8,50,14.4,1,2
1,20170124,12,11.0,9,43,14.4,1,2
1,20170124,13,11.0,9,43,10.8,1,2
1,20170124,14,7.0,9,43,14.4,1,2
1,20170124,15,13.0,9,40,10.8,1,2
1,20170124,16,13.0,8,43,10.8,1,2
1,20170124,17,8.0,7,49,14.4,1,2
1,20170124,18,3.0,7,53,18.0,1,2
1,20170124,19,1.0,6,61,14.4,1,2
1,20170124,20,4.0,6,61,14.4,1,2
1,20170124,21,2.0,6,61,14.4,1,2
1,20170124,22,3.0,6,61,10.8,1,2
1,20170124,23,1.0,5,65,10.8,1,2
1,20170125,8,8.0,7,66,10.8,1,3
1,20170125,9,12.0,8,62,14.4,1,3
1,20170125,10,12.0,8,62,18.0,1,3
1,20170125,11,13.0,10,54,14.4,1,3
1,20170125,12,16.0,10,54,14.4,1,3
1,20170125,13,13.0,11,50,18.0,1,3
1,20170125,14,16.0,11,50,10.8,1,3
1,20170125,15,9.0,11,50,14.4,1,3
1,20170125,16,8.0,10,58,10.8,1,3
1,20170125,17,8.0,9,62,14.4,1,3
1,20170125,18,6.0,8,66,14.4,1,3
1,20170125,19,4.0,7,71,14.4,1,3
1,20170125,20,2.0,7,66,10.8,1,3
1,20170125,21,1.0,7,71,10.8,1,3
1,20170125,23,4.0,6,76,7.2,1,3
1,20170126,8,14.0,6,81,14.4,1,4
1,20170126,9,13.0,8,76,18.0,1,4
1,20170126,10,13.0,10,66,14.4,1,4
1,20170126,11,10.0,12,58,18.0,1,4
1,20170126,12,10.0,12,58,14.4,1,4
1,20170126,13,10.0,12,58,18.0,1,4
1,20170126,14,14.0,13,54,14.4,1,4
1,20170126,15,9.0,13,51,14.4,1,4
1,20170126,16,7.0,12,51,14.4,1,4
1,20170126,17,5.0,11,54,18.0,1,4
1,20170126,18,1.0,10,62,14.4,1,4
1,20170126,19,3.0,9,71,14.4,1,4
1,20170126,20,2.0,8,71,7.2,1,4
1,20170127,8,21.0,6,93,10.8,4,5
1,20170127,9,12.0,8,81,25.2,1,5
1,20170127,10,12.0,8,81,25.2,1,5
1,20170127,11,4.0,10,71,28.8,1,5
1,20170127,12,11.0,10,66,21.6,1,5
1,20170127,13,8.0,9,66,28.8,1,5
1,20170127,14,2.0,9,62,25.2,1,5
1,20170127,15,4.0,9,62,21.6,1,5
1,20170127,16,1.0,9,62,21.6,1,5
1,20170127,21,1.0,7,66,14.4,1,5
1,20170128,8,5.0,8,81,10.8,1,6
1,20170128,9,5.0,10,71,14.4,1,6
1,20170128,10,7.0,11,71,18.0,1,6
1,20170128,11,3.0,12,72,18.0,1,6
1,20170128,12,2.0,14,63,28.8,1,6
1,20170128,13,7.0,14,63,25.2,1,6
1,20170128,14,3.0,15,59,21.6,1,6
1,20170128,15,3.0,15,63,25.2,1,6
1,20170128,16,2.0,14,67,25.2,1,6
1,20170128,18,2.0,12,77,21.6,1,6
1,20170128,19,2.0,12,82,18.0,1,6
1,20170128,20,2.0,12,82,21.6,1,6
1,20170129,8,14.0,11,100,7.2,4,7
1,20170129,9,6.0,14,82,7.2,4,7
1,20170129,10,4.0,17,68,10.8,1,7
1,20170129,11,5.0,20,60,10.8,1,7
1,20170129,12,6.0,22,53,14.4,1,7
1,20170129,13,7.0,23,50,21.6,1,7
1,20170129,15,3.0,21,46,18.0,1,7
1,20170129,16,4.0,18,56,25.2,5,7
1,20170129,17,1.0,15,67,25.2,5,7
1,20170129,18,5.0,14,72,28.8,5,7
1,20170129,19,5.0,12,77,32.4,4,7
1,20170129,22,1.0,8,93,28.8,2,7
1,20170130,8,10.0,3,70,25.2,1,1
1,20170130,9,9.0,3,70,25.2,1,1
1,20170130,10,4.0,4,65,25.2,1,1
1,20170130,11,10.0,4,61,21.6,1,1
1,20170130,12,5.0,4,61,28.8,1,1
1,20170130,13,2.0,4,52,32.4,1,1
1,20170130,14,7.0,6,49,28.8,1,1
1,20170130,15,1.0,4,52,25.2,1,1
1,20170130,16,5.0,4,52,25.2,1,1
1,20170130,18,3.0,3,52,21.6,1,1
1,20170130,19,3.0,2,60,21.6,1,1
1,20170130,21,2.0,2,60,14.4,1,1
1,20170131,8,5.0,3,56,10.8,1,2
1,20170131,9,5.0,4,56,7.2,1,2
1,20170131,10,2.0,4,56,7.2,1,2
1,20170131,11,9.0,5,57,7.2,1,2
1,20170131,12,5.0,6,53,10.8,1,2
1,20170131,13,3.0,7,46,7.2,1,2
1,20170131,14,5.0,7,49,7.2,1,2
1,20170131,15,4.0,7,53,10.8,1,2
1,20170131,16,2.0,7,49,14.4,1,2
1,20170131,18,3.0,5,61,14.4,1,2
1,20170131,19,1.0,5,57,10.8,1,2
1,20170131,20,1.0,5,61,14.4,1,2
1,20170201,8,9.0,4,75,14.4,1,3
1,20170201,9,3.0,5,70,21.6,1,3
1,20170201,10,4.0,5,76,18.0,1,3
1,20170201,11,6.0,6,66,21.6,1,3
1,20170201,12,6.0,5,70,18.0,1,3
1,20170201,13,10.0,5,65,18.0,1,3
1,20170201,14,1.0,5,61,25.2,1,3
1,20170201,15,5.0,5,65,21.6,1,3
1,20170201,16,3.0,5,65,21.6,1,3
1,20170201,17,4.0,5,65,18.0,1,3
1,20170201,18,3.0,5,65,18.0,1,3
1,20170201,19,2.0,3,75,10.8,1,3
1,20170202,8,7.0,3,75,7.2,1,4
1,20170202,9,7.0,5,61,14.4,1,4
1,20170202,10,6.0,6,53,10.8,1,4
1,20170202,11,6.0,7,53,10.8,1,4
1,20170202,12,9.0,9,46,10.8,1,4
1,20170202,13,5.0,8,50,10.8,1,4
1,20170202,14,7.0,9,46,10.8,1,4
1,20170202,15,1.0,8,50,14.4,1,4
1,20170202,16,4.0,7,57,14.4,1,4
1,20170202,17,1.0,7,57,14.4,1,4
1,20170202,18,2.0,6,61,14.4,1,4
1,20170202,19,1.0,5,65,14.4,1,4
1,20170202,20,1.0,5,65,10.8,1,4
1,20170202,21,1.0,5,65,10.8,1,4
1,20170203,8,6.0,8,71,14.4,1,5
1,20170203,9,8.0,8,76,10.8,1,5
1,20170203,10,7.0,8,81,7.2,2,5
1,20170203,11,5.0,8,81,10.8,1,5
1,20170203,12,10.0,9,82,10.8,1,5
1,20170203,13,5.0,9,82,10.8,1,5
1,20170203,14,6.0,10,71,10.8,1,5
1,20170203,15,6.0,10,76,7.2,1,5
1,20170203,16,4.0,10,76,7.2,1,5
1,20170203,18,3.0,9,82,7.2,2,5
1,20170203,19,4.0,9,82,10.8,2,5
1,20170203,21,1.0,9,87,3.6,2,5
1,20170203,22,2.0,9,87,3.6,2,5
1,20170204,8,7.0,8,100,10.8,1,6
1,20170204,9,7.0,8,100,10.8,1,6
1,20170204,10,6.0,8,100,10.8,1,6
1,20170204,11,5.0,9,93,3.6,1,6
1,20170204,12,5.0,9,93,7.2,1,6
1,20170204,13,9.0,9,93,7.2,1,6
1,20170204,14,5.0,10,87,7.2,1,6
1,20170204,15,2.0,10,82,10.8,1,6
1,20170204,16,4.0,10,82,10.8,1,6
1,20170204,17,2.0,9,87,10.8,1,6
1,20170204,18,1.0,8,93,14.4,1,6
1,20170204,19,3.0,8,93,10.8,1,6
1,20170204,20,2.0,8,93,7.2,1,6
1,20170204,21,2.0,8,93,10.8,1,6
1,20170205,8,10.0,7,81,14.4,1,7
1,20170205,9,4.0,7,81,21.6,1,7
1,20170205,10,4.0,8,71,25.2,1,7
1,20170205,11,6.0,8,71,18.0,1,7
1,20170205,12,10.0,8,76,14.4,1,7
1,20170205,13,6.0,8,71,21.6,1,7
1,20170205,14,5.0,9,66,14.4,5,7
1,20170205,15,7.0,10,62,14.4,5,7
1,20170205,16,7.0,9,66,14.4,5,7
1,20170205,17,7.0,8,71,10.8,5,7
1,20170205,18,6.0,7,71,7.2,5,7
1,20170205,19,4.0,8,71,3.6,5,7
1,20170205,20,4.0,7,76,7.2,4,7
1,20170205,21,3.0,6,81,7.2,4,7
1,20170205,22,2.0,6,81,3.6,4,7
1,20170205,23,1.0,5,81,7.2,4,7
1,20170206,8,6.0,5,81,10.8,4,1
1,20170206,9,5.0,7,71,14.4,5,1
1,20170206,10,10.0,8,62,21.6,5,1
1,20170206,11,8.0,9,58,21.6,5,1
1,20170206,12,8.0,9,50,14.4,1,1
1,20170206,13,5.0,9,46,18.0,1,1
1,20170206,14,9.0,10,40,18.0,1,1
1,20170206,15,9.0,10,43,21.6,1,1
1,20170206,16,9.0,9,46,18.0,1,1
1,20170206,17,8.0,8,50,18.0,1,1
1,20170206,18,4.0,7,57,21.6,1,1
1,20170206,19,3.0,6,61,25.2,1,1
1,20170206,21,1.0,5,61,21.6,1,1
1,20170206,22,3.0,5,61,18.0,1,1
1,20170206,23,2.0,4,70,14.4,1,1
1,20170207,8,8.0,6,61,14.4,1,2
1,20170207,9,12.0,7,57,10.8,1,2
1,20170207,10,8.0,7,57,10.8,1,2
1,20170207,11,7.0,8,53,14.4,1,2
1,20170207,12,8.0,8,57,14.4,1,2
1,20170207,13,6.0,8,57,10.8,1,2
1,20170207,14,6.0,9,50,10.8,1,2
1,20170207,15,7.0,10,50,10.8,1,2
1,20170207,16,4.0,10,50,14.4,1,2
1,20170207,17,7.0,9,54,14.4,1,2
1,20170207,18,2.0,8,62,14.4,1,2
1,20170207,19,4.0,8,62,14.4,1,2
1,20170207,20,4.0,8,62,14.4,1,2
1,20170207,21,1.0,7,66,14.4,1,2
1,20170208,8,6.0,5,93,18.0,2,3
1,20170208,9,9.0,5,93,18.0,2,3
1,20170208,10,7.0,5,87,14.4,2,3
1,20170208,11,9.0,6,87,18.0,2,3
1,20170208,12,6.0,6,81,21.6,2,3
1,20170208,13,7.0,4,93,21.6,2,3
1,20170208,14,7.0,4,93,18.0,1,3
1,20170208,15,4.0,4,87,21.6,2,3
1,20170208,16,4.0,3,93,18.0,2,3
1,20170208,17,4.0,3,93,18.0,2,3
1,20170208,18,3.0,3,93,21.6,2,3
1,20170208,19,2.0,3,93,18.0,1,3
1,20170208,20,2.0,3,93,21.6,1,3
1,20170208,22,1.0,2,93,21.6,1,3
1,20170209,8,8.0,1,87,18.0,1,4
1,20170209,9,5.0,2,75,21.6,1,4
1,20170209,10,11.0,3,75,21.6,1,4
1,20170209,11,8.0,4,61,28.8,5,4
1,20170209,12,15.0,5,49,28.8,5,4
1,20170209,13,8.0,6,39,28.8,1,4
1,20170209,14,5.0,7,37,28.8,1,4
1,20170209,15,4.0,6,34,28.8,1,4
1,20170209,16,7.0,5,39,32.4,1,4
1,20170209,17,8.0,5,39,25.2,1,4
1,20170209,18,7.0,4,36,21.6,1,4
1,20170209,19,2.0,3,41,21.6,1,4
1,20170209,20,1.0,3,45,21.6,1,4
1,20170210,8,11.0,1,44,14.4,1,5
1,20170210,9,10.0,3,33,25.2,1,5
1,20170210,10,7.0,5,26,28.8,1,5
1,20170210,11,10.0,5,26,28.8,1,5
1,20170210,12,7.0,6,23,25.2,1,5
1,20170210,13,8.0,6,21,28.8,1,5
1,20170210,14,16.0,7,21,25.2,1,5
1,20170210,15,11.0,7,23,32.4,1,5
1,20170210,16,12.0,6,25,32.4,1,5
1,20170210,17,9.0,6,25,28.8,1,5
1,20170210,18,6.0,5,29,21.6,1,5
1,20170210,19,8.0,4,33,18.0,1,5
1,20170210,20,2.0,3,33,21.6,1,5
1,20170210,21,3.0,3,33,18.0,1,5
1,20170211,8,12.0,2,48,10.8,1,6
1,20170211,9,11.0,4,42,18.0,1,6
1,20170211,10,12.0,6,25,18.0,1,6
1,20170211,11,7.0,7,23,21.6,1,6
1,20170211,12,9.0,8,23,14.4,1,6
1,20170211,13,7.0,8,20,18.0,1,6
1,20170211,14,6.0,8,18,18.0,1,6
1,20170211,15,2.0,8,20,14.4,1,6
1,20170211,16,2.0,8,20,10.8,1,6
1,20170211,17,8.0,7,21,14.4,1,6
1,20170211,18,2.0,5,26,10.8,1,6
1,20170211,19,2.0,5,29,7.2,1,6
1,20170211,21,1.0,4,36,7.2,1,6
1,20170211,22,1.0,3,45,3.6,1,6
1,20170212,8,12.0,3,70,3.6,1,7
1,20170212,9,3.0,7,46,10.8,1,7
1,20170212,10,9.0,9,34,10.8,1,7
1,20170212,11,10.0,10,28,10.8,1,7
1,20170212,12,5.0,12,22,7.2,1,7
1,20170212,13,4.0,11,22,7.2,1,7
1,20170212,14,5.0,12,22,7.2,1,7
1,20170212,15,7.0,12,24,7.2,1,7
1,20170212,16,9.0,13,20,7.2,1,7
